epsilon,lambda_yr
0.0,-0.4542144097712699
0.0025210084033613443,-0.40761807822399665
0.0050420168067226885,-0.4036069383692972
0.007563025210084033,-0.39994881237081825
0.010084033613445377,-0.4008576934297998
0.012605042016806721,-0.41620096742692736
0.015126050420168066,-0.4135468835114849
0.01764705882352941,-0.39968239997827526
0.020168067226890754,-0.44529936814269716
0.022689075630252097,-0.3996692340245682
0.025210084033613443,-0.4185944399318107
0.02773109243697479,-0.4165610758948859
0.03025210084033613,-0.40575254145281564
0.032773109243697474,-0.4099938635865677
0.03529411764705882,-0.41816048846143095
0.037815126050420166,-0.4229757651704736
0.04033613445378151,-0.41010674642815304
0.04285714285714285,-0.4196077353152034
0.04537815126050419,-0.40892107331311317
0.04789915966386554,-0.4087378785571497
0.050420168067226885,-0.40910243423133485
0.05294117647058823,-0.41262640944626255
0.05546218487394958,-0.4301424241725401
0.05798319327731092,-0.4268892656567263
0.06050420168067226,-0.41013320008536785
0.06302521008403361,-0.41687792493971815
0.06554621848739495,-0.4329190544921246
0.0680672268907563,-0.4102410726220089
0.07058823529411765,-0.4293433213362022
0.07310924369747898,-0.4155043046433488
0.07563025210084033,-0.41560018612255556
0.07815126050420167,-0.42609927182396645
0.08067226890756302,-0.41214910163457247
0.08319327731092437,-0.4416523835679591
0.0857142857142857,-0.41155809918631836
0.08823529411764705,-0.4632999072408295
0.09075630252100839,-0.41170736695625965
0.09327731092436974,-0.4892905043901724
0.09579831932773109,-0.4119407190030659
0.09831932773109242,-0.4765768190625396
0.10084033613445377,-0.4123039387348886
0.10336134453781512,-0.4685507776806641
0.10588235294117646,-0.41281832108107075
0.1084033613445378,-0.4418764809383992
0.11092436974789915,-0.4137233679226194
0.11344537815126049,-0.4328865204620034
0.11596638655462184,-0.41521385046105225
0.11848739495798317,-0.4266001230681211
0.12100840336134452,-0.41739276515785134
0.12352941176470587,-0.42217264121866366
0.12605042016806722,-0.42034597781200067
0.12857142857142856,-0.4192380868669068
0.1310924369747899,-0.423808695890372
0.13361344537815126,-0.4172662070303707
0.1361344537815126,-0.42769119568697084
0.13865546218487393,-0.4165162702225795
0.1411764705882353,-0.43043917131483767
0.14369747899159663,-0.4162137143199088
0.14621848739495796,-0.43105797413962277
0.1487394957983193,-0.41666121746025525
0.15126050420168066,-0.42851320727585007
0.153781512605042,-0.41827276450075684
0.15630252100840333,-0.4233710802594943
0.1588235294117647,-0.4226546419766016
0.16134453781512603,-0.41762096625268763
0.16386554621848737,-0.4383706476138085
0.16638655462184873,-0.41472281924035576
0.16890756302521007,-0.4375480625633413
0.1714285714285714,-0.42099420013023786
0.17394957983193277,-0.4153334797177597
0.1764705882352941,-0.4359070541681882
0.17899159663865544,-0.43139399828216307
0.18151260504201677,-0.4165866158164691
0.18403361344537814,-0.4136378770483527
0.18655462184873947,-0.412695986667838
0.1890756302521008,-0.4191258794530336
0.19159663865546217,-0.40567286090819044
0.1941176470588235,-0.29597311657753156
0.19663865546218484,-0.24814990270141646
0.1991596638655462,-0.12020469016154112
0.20168067226890754,-0.04880582423982802
0.20420168067226888,-0.0975960121176968
0.20672268907563024,-0.2789292776171492
0.20924369747899157,-0.4340635858493565
0.2117647058823529,-0.41120501269447857
0.21428571428571427,-0.18466163123182183
0.2168067226890756,-0.415145113024968
0.21932773109243694,-0.38681014061334923
0.2218487394957983,-0.3884987284177366
0.22436974789915964,-0.39659020150120255
0.22689075630252098,-0.3862178741471292
0.22941176470588232,-0.2451316648531735
0.23193277310924368,-0.15516259264348758
0.23445378151260501,-0.100218173705512
0.23697478991596635,-0.24301519842356953
0.2394957983193277,-0.0880287016062161
0.24201680672268905,-0.00016765408044566054
0.24453781512605038,-0.26809252576751436
0.24705882352941175,-0.4001677495244116
0.24957983193277308,-0.0974102633514083
0.25210084033613445,-0.0697284267807348
0.2546218487394958,0.17208653981525937
0.2571428571428571,0.27209209552608327
0.25966386554621845,0.31401051643541816
0.2621848739495798,0.3238945787262335
0.2647058823529411,-0.013993199093631585
0.2672268907563025,-0.13470287269476883
0.26974789915966385,-0.37450580128789535
0.2722689075630252,-0.41340188426347146
0.2747899159663865,-0.09955439914010462
0.27731092436974786,-0.10000063996216323
0.2798319327731092,0.13527884776032928
0.2823529411764706,-0.10000063996216323
0.2848739495798319,0.0857670595105942
0.28739495798319326,-0.1000017512959772
0.2899159663865546,-0.09999550982622708
0.2924369747899159,-0.1000017512959772
0.29495798319327726,-0.1000017512959772
0.2974789915966386,-0.1000017512959772
0.3,-0.1000017512959772
