epsilon,lambda_yr
0.0,-0.13626368705834666
0.0025210084033613443,-0.1363815065620886
0.0050420168067226885,-0.13642697292204065
0.007563025210084033,-0.13645318862082034
0.010084033613445377,-0.1364738105598635
0.012605042016806721,-0.13649286666820068
0.015126050420168066,-0.13651092960910377
0.01764705882352941,-0.13652853839653614
0.020168067226890754,-0.13654505076769655
0.022689075630252097,-0.13656086534658413
0.025210084033613443,-0.13657595629493752
0.02773109243697479,-0.1365904208706424
0.03025210084033613,-0.13660420427238124
0.032773109243697474,-0.13661939277485277
0.03529411764705882,-0.1366299492177504
0.037815126050420166,-0.13664368857871442
0.04033613445378151,-0.13665320270991652
0.04285714285714285,-0.13666274667839778
0.04537815126050419,-0.13667123570494882
0.04789915966386554,-0.1366791017037111
0.050420168067226885,-0.13668644833778437
0.05294117647058823,-0.136693073317272
0.05546218487394958,-0.13670010753400463
0.05798319327731092,-0.13670576820852512
0.06050420168067226,-0.13671157016749233
0.06302521008403361,-0.13671581132232963
0.06554621848739495,-0.13671967467367685
0.0680672268907563,-0.13672318059205613
0.07058823529411765,-0.13672569176777372
0.07310924369747898,-0.13672753988305572
0.07563025210084033,-0.13672864043372585
0.07815126050420167,-0.13672838198127688
0.08067226890756302,-0.13672810843506425
0.08319327731092437,-0.13672720331872404
0.0857142857142857,-0.136725551472335
0.08823529411764705,-0.13672318453567445
0.09075630252100839,-0.13672013075421185
0.09327731092436974,-0.1367162814743059
0.09579831932773109,-0.1367116599065917
0.09831932773109242,-0.136706335574048
0.10084033613445377,-0.13670031394187857
0.10336134453781512,-0.1366934889398818
0.10588235294117646,-0.1366855231392761
0.1084033613445378,-0.13667716968506094
0.11092436974789915,-0.13666806944396645
0.11344537815126049,-0.13665825015287836
0.11596638655462184,-0.13664754349601105
0.11848739495798317,-0.136636242546751
0.12100840336134452,-0.13662444948207436
0.12352941176470587,-0.13661149253245952
0.12605042016806722,-0.1365978439637021
0.12857142857142856,-0.13658314285162776
0.1310924369747899,-0.13656783017376628
0.13361344537815126,-0.13655194727571127
0.1361344537815126,-0.136535462569201
0.13865546218487393,-0.13651780614988762
0.1411764705882353,-0.13649946277839026
0.14369747899159663,-0.136480298850347
0.14621848739495796,-0.13646030676668416
0.1487394957983193,-0.13643967224447617
0.15126050420168066,-0.1364178693121483
0.153781512605042,-0.13639569163100268
0.15630252100840333,-0.13637295785590042
0.1588235294117647,-0.1363492902402145
0.16134453781512603,-0.13632459192720128
0.16386554621848737,-0.1362990170528481
0.16638655462184873,-0.13627270072799533
0.16890756302521007,-0.13624560702045183
0.1714285714285714,-0.1362176121065243
0.17394957983193277,-0.136188706179455
0.1764705882352941,-0.13615911487604376
0.17899159663865544,-0.1361288954059386
0.18151260504201677,-0.13609762590866328
0.18403361344537814,-0.1360654291714932
0.18655462184873947,-0.13603272317950174
0.1890756302521008,-0.13599894609071922
0.19159663865546217,-0.13596450482516473
0.1941176470588235,-0.1359291349171341
0.19663865546218484,-0.1358930241644813
0.1991596638655462,-0.13585615792558875
0.20168067226890754,-0.1358185389344435
0.20420168067226888,-0.1357800484937909
0.20672268907563024,-0.13574073857834124
0.20924369747899157,-0.1356998213679484
0.2117647058823529,-0.13565848052964866
0.21428571428571427,-0.13561622662004522
0.2168067226890756,-0.13557355879214844
0.21932773109243694,-0.13552976126647912
0.2218487394957983,-0.13548544621842218
0.22436974789915964,-0.13544011255585064
0.22689075630252098,-0.13539381711126136
0.22941176470588232,-0.13534607567044604
0.23193277310924368,-0.1352976546516274
0.23445378151260501,-0.13524793602016524
0.23697478991596635,-0.13519768585847428
0.2394957983193277,-0.13514767561237057
0.24201680672268905,-0.13509593557181068
0.24453781512605038,-0.13504359543113048
0.24705882352941175,-0.13499096903909324
0.24957983193277308,-0.13493777955513742
0.25210084033613445,-0.13488352963408304
0.2546218487394958,-0.13482864030511998
0.2571428571428571,-0.13477243132184238
0.25966386554621845,-0.13471601629742913
0.2621848739495798,-0.13465831304237652
0.2647058823529411,-0.1346001843132189
0.2672268907563025,-0.13454096966974677
0.26974789915966385,-0.13448100220496087
0.2722689075630252,-0.13442031523704828
0.2747899159663865,-0.13435895324575312
0.27731092436974786,-0.13429629974977064
0.2798319327731092,-0.13423332426036177
0.2823529411764706,-0.1341695281852775
0.2848739495798319,-0.13410452075163548
0.28739495798319326,-0.1340392765019061
0.2899159663865546,-0.13397299850758718
0.2924369747899159,-0.1339060488379153
0.29495798319327726,-0.13383802244031906
0.2974789915966386,-0.13376943972180302
0.3,-0.13370031362225737
