epsilon,lambda_yr
0.0,-0.15006185883619497
0.0025210084033613443,-0.14446844269154935
0.0050420168067226885,-0.14060212819693294
0.007563025210084033,-0.1367764421469732
0.010084033613445377,-0.1334028670449629
0.012605042016806721,-0.13081760734002035
0.015126050420168066,-0.12952073166366562
0.01764705882352941,-0.13036444721232343
0.020168067226890754,-0.1354208435208043
0.022689075630252097,-0.1542113857460706
0.025210084033613443,-0.14584768227129452
0.02773109243697479,-0.1244879244218995
0.03025210084033613,-0.11901482148305903
0.032773109243697474,-0.17018043470466523
0.03529411764705882,-0.09052507738752018
0.037815126050420166,-0.0632169271672507
0.04033613445378151,-0.04254721470510163
0.04285714285714285,-0.024762066919050692
0.04537815126050419,-0.008647896801316666
0.04789915966386554,0.00281229369662202
0.050420168067226885,-0.030273693891911275
0.05294117647058823,-0.09392552353028678
0.05546218487394958,-0.1243827170633835
0.05798319327731092,-0.1179450541715466
0.06050420168067226,-0.14864418918963868
0.06302521008403361,-0.12273108278946034
0.06554621848739495,-0.1733410341053758
0.0680672268907563,-0.12461541166948102
0.07058823529411765,-0.1383678459324548
0.07310924369747898,-0.13557394151420465
0.07563025210084033,-0.12618911546980585
0.07815126050420167,-0.15126403303260078
0.08067226890756302,-0.13356918446725197
0.08319327731092437,-0.12709933896776582
0.0857142857142857,-0.14830598046311783
0.08823529411764705,-0.13726298166751616
0.09075630252100839,-0.12700960936829683
0.09327731092436974,-0.13841103601045845
0.09579831932773109,-0.1496771227735856
0.09831932773109242,-0.12830055136177498
0.10084033613445377,-0.13069649703214767
0.10336134453781512,-0.17024211531915295
0.10588235294117646,-0.13433945992556304
0.1084033613445378,-0.12728711289819694
0.11092436974789915,-0.13781034686989466
0.11344537815126049,-0.15628475046577583
0.11596638655462184,-0.12959518719771176
0.11848739495798317,-0.12837064574903947
0.12100840336134452,-0.1471656960385215
0.12352941176470587,-0.14280959840712845
0.12605042016806722,-0.12756299873426008
0.12857142857142856,-0.13004960212118027
0.1310924369747899,-0.1324891566670949
0.13361344537815126,-0.13145213261000424
0.1361344537815126,-0.15137649642956863
0.13865546218487393,-0.1436874258453175
0.1411764705882353,-0.12979062468495078
0.14369747899159663,-0.13363547558765923
0.14621848739495796,-0.12578308949049305
0.1487394957983193,-0.14917382245096136
0.15126050420168066,-0.12165116080079477
0.153781512605042,-0.13887784443903106
0.15630252100840333,-0.1549799094059946
0.1588235294117647,-0.12952679562711938
0.16134453781512603,-0.14283050635364897
0.16386554621848737,-0.12499373072526009
0.16638655462184873,-0.12719650575683303
0.16890756302521007,-0.16521774820204801
0.1714285714285714,-0.13022838613225912
0.17394957983193277,-0.14831886681264142
0.1764705882352941,-0.13541341936625023
0.17899159663865544,-0.12924413676903362
0.18151260504201677,-0.12172657848688115
0.18403361344537814,-0.12510522301318888
0.18655462184873947,-0.15268906352379516
0.1890756302521008,-0.16272218445414907
0.19159663865546217,-0.07772477133815929
0.1941176470588235,-0.14387150796134002
0.19663865546218484,-0.13421851554805603
0.1991596638655462,-0.1309202329654638
0.20168067226890754,-0.12035192603116507
0.20420168067226888,-0.11705685901207474
0.20672268907563024,-0.12109409077710045
0.20924369747899157,-0.10980117109758235
0.2117647058823529,-0.11141356574783824
0.21428571428571427,-0.10017401410782956
0.2168067226890756,-0.040774362311921865
0.21932773109243694,0.012491135345449106
0.2218487394957983,-0.13746227993961463
0.22436974789915964,-0.1115155852348624
0.22689075630252098,-0.11480986750641517
0.22941176470588232,-0.16998619929414166
0.23193277310924368,-0.1398908996156599
0.23445378151260501,-0.11678158863832458
0.23697478991596635,-0.15119914956113947
0.2394957983193277,-0.12128897200350867
0.24201680672268905,0.28513049485128633
0.24453781512605038,-0.044078019412560766
0.24705882352941175,0.29932144461511573
0.24957983193277308,0.21577810810259962
0.25210084033613445,0.1840807083829786
0.2546218487394958,0.3675631386892561
0.2571428571428571,0.2988527673898032
0.25966386554621845,0.2664563612162088
0.2621848739495798,0.37546525059497626
0.2647058823529411,0.339213551281657
0.2672268907563025,0.4705971549419417
0.26974789915966385,0.3501217598084675
0.2722689075630252,0.4342771303603602
0.2747899159663865,0.4367664164517542
0.27731092436974786,-0.07013489517314576
0.2798319327731092,-0.01848986272006508
0.2823529411764706,0.023957398579263108
0.2848739495798319,-0.016227517956922746
0.28739495798319326,0.06286495623387868
0.2899159663865546,0.1102104372023531
0.2924369747899159,0.1467796802281545
0.29495798319327726,0.3639724995208485
0.2974789915966386,0.26187108595641584
0.3,0.25026320709804123
